SL,District,YEAR,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Rape,Attempt to commit Rape,Kidnapping & Abduction_Total,Dacoity,Making Preparation and Assembly for committing Dacoity,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Arson,Grievous Hurt,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Insult to the Modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Causing Death by Negligence,Offences against State,Offences promoting enmity between different groups,Extortion,Disclosure of Identity of Victims,Incidence of Rash Driving,HumanTrafficking,Unnatural Offence,Other IPC crimes,Total Cognizable IPC crimes
State: Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Dharwad,2016,21,29,0,0,13,0,23,2,0,8,33,96,0,99,2,29,2,1,1,22,1,29,0,29,0,175,0,0,0,0,318,0,0,173,1106
15,Gadag,2016,17,32,0,0,23,0,25,3,0,11,73,274,0,113,6,30,4,1,2,14,0,47,0,25,0,153,0,0,0,0,242,0,0,134,1229
16,Kalaburgi,2016,81,99,3,2,57,3,52,6,19,65,161,280,0,311,16,55,30,2,10,53,7,130,10,111,0,335,0,0,0,0,1055,0,1,847,3801
17,Hassan,2016,60,108,0,0,49,0,79,10,3,51,196,277,0,164,9,145,0,3,26,64,10,253,0,95,0,445,0,0,2,0,1766,0,0,1365,5180
18,Haveri,2016,25,70,1,0,40,0,22,4,0,15,73,398,0,254,10,63,0,0,0,25,3,67,0,33,0,238,0,0,0,0,647,0,0,342,2330
19,Hubballi Dharwad City,2016,26,53,1,0,19,0,32,9,1,112,147,363,0,114,12,193,19,0,5,35,0,49,4,45,0,115,0,2,0,0,419,3,1,283,2062
20,K.G.F.,2016,14,17,0,0,12,1,9,2,0,9,47,55,0,28,0,38,1,0,2,14,3,20,2,3,0,57,0,0,1,0,114,0,0,181,630
21,Kodagu,2016,29,54,0,0,23,0,32,4,0,21,82,214,0,16,3,76,4,0,10,19,1,58,0,19,0,99,0,0,0,0,488,0,0,596,1848
22,Kolar,2016,27,35,2,0,28,0,47,1,3,19,65,142,0,163,12,78,15,2,3,17,4,47,0,12,0,253,0,0,0,0,483,0,0,441,1899
23,Koppal,2016,20,35,0,1,35,0,27,4,0,11,57,141,0,143,4,68,3,1,3,23,2,81,4,49,0,189,0,0,0,0,457,0,0,331,1689
24,Mandya,2016,59,88,2,1,48,4,82,15,4,54,246,418,0,127,8,117,13,0,33,28,9,401,2,104,0,458,0,0,3,0,1601,0,0,1392,5317
25,Mangaluru City,2016,24,91,0,0,28,0,59,19,11,79,154,229,3,142,18,231,16,22,5,10,0,122,10,38,0,188,0,0,1,0,1148,1,0,726,3375
26,Mysuru City,2016,25,42,3,0,50,0,128,9,4,95,117,583,0,68,4,283,4,2,11,20,6,125,4,29,0,105,0,1,4,0,612,0,1,548,2883
27,Mysuru District,2016,60,52,4,0,45,0,59,10,1,27,189,427,0,210,2,89,15,1,14,32,5,187,3,72,0,357,0,0,0,0,882,1,0,1120,3864
28,Raichur,2016,49,50,0,2,46,0,49,6,0,20,142,166,0,291,6,103,7,0,9,44,9,218,5,117,0,273,0,0,3,0,522,5,0,700,2842
29,K.Railways,2016,15,5,2,0,2,0,4,1,8,96,7,1180,0,1,0,6,0,6,0,6,0,5,0,0,0,11,0,0,0,0,5,0,1,61,1422
30,Ramanagara,2016,70,61,2,0,30,0,107,14,26,54,223,439,0,234,3,153,16,1,13,42,9,174,15,63,0,428,0,0,0,0,1433,0,0,877,4487
31,Shimoga,2016,43,124,5,0,103,0,75,9,20,53,281,304,0,276,4,194,7,0,24,58,11,378,4,186,0,315,1,0,12,0,1625,1,0,1400,5513
32,Tumakuru,2016,69,76,2,0,48,0,88,11,16,46,144,274,0,147,10,149,13,0,14,35,22,76,3,68,0,642,0,0,12,0,1531,2,0,972,4470
33,Udupi,2016,17,21,0,0,30,0,25,2,2,31,115,107,0,65,5,121,9,3,3,20,1,112,7,42,0,273,0,0,2,0,1090,0,0,426,2529
34,Uttara Kannada,2016,23,33,5,0,29,0,41,10,0,25,109,103,0,155,10,73,26,1,7,34,3,99,6,39,0,244,0,1,1,0,1105,0,0,509,2691
35,Yadgiri,2016,18,48,3,0,24,0,14,1,0,5,57,173,0,99,3,33,2,1,2,33,8,117,0,42,0,132,0,0,3,0,268,0,0,241,1327
36,Belagavi City,2016,20,67,1,0,21,0,33,8,0,48,129,277,0,138,6,127,3,1,9,39,3,53,4,65,0,170,0,12,1,0,659,0,0,376,2270
37,Total District(s),,1573,2607,77,74,1655,16,2916,329,509,2157,5987,20687,49,6263,395,7117,372,96,471,1272,234,5260,160,2556,0,10643,6,22,221,2,34194,20,8,40454,148402
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Kerala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Alapuzha,2016,14,34,5,191,97,6,18,5,0,32,136,187,9,209,8,224,15,0,36,137,3,194,15,138,0,292,0,0,3,0,3005,1,8,7709,12731
2,Ernakulam Commr.,2016,10,26,4,42,62,0,14,7,11,42,78,239,139,32,15,553,9,0,6,80,1,162,23,111,0,138,1,5,15,0,2144,6,8,12069,16052
3,Ernakulam Rural,2016,25,36,17,125,112,4,14,4,0,52,207,255,0,253,9,335,33,1,20,181,0,207,46,146,0,281,0,0,5,0,3221,0,16,21094,26699
4,Idukki,2016,10,35,1,58,87,2,8,3,0,14,150,182,0,248,9,238,2,4,16,94,0,198,11,158,0,77,0,0,0,0,1019,0,9,7426,10059
5,Kannur,2016,22,42,7,217,76,6,11,7,1,74,129,132,0,545,47,153,5,4,61,60,1,164,15,255,0,189,0,2,0,0,1619,0,8,5225,9077
6,Kasargod,2016,12,35,4,75,73,0,16,3,0,28,117,431,0,550,5,119,27,0,56,29,1,165,20,131,0,108,0,5,2,0,824,1,9,3632,6478
7,Kollam Commr.,2016,16,31,8,110,76,0,12,3,0,42,78,119,0,174,1,108,15,0,11,100,3,180,17,182,0,157,1,4,0,0,1389,0,3,13979,16819
8,Kollam Rural,2016,18,22,7,92,79,0,7,1,4,14,100,104,0,211,1,124,8,0,23,140,1,262,14,166,0,144,0,4,1,0,1181,0,13,8754,11495
9,Kottayam,2016,22,36,8,83,87,1,13,6,7,44,144,240,38,215,10,257,8,3,15,120,1,212,28,127,0,200,0,7,0,0,2264,7,8,23225,27436
10,Kozhikode Commr.,2016,3,9,1,59,52,0,7,0,5,62,103,176,3,189,9,121,11,1,26,27,2,109,19,161,0,134,2,6,1,0,1229,0,6,5603,8136
11,Kozhikode Rural,2016,8,43,8,284,61,6,20,1,1,35,132,212,0,448,8,141,17,1,95,51,0,245,12,275,0,160,0,2,0,0,1363,0,6,3099,6734
12,Malappuram,2016,25,39,11,76,160,1,21,10,1,67,235,287,25,775,6,277,25,6,30,124,1,275,20,436,0,353,1,5,0,0,2356,0,65,4507,10220
13,Palakkad,2016,21,48,9,71,122,0,17,0,0,89,178,206,0,389,37,246,13,2,27,99,3,126,11,267,0,314,2,3,0,0,2049,1,10,14656,19016
14,Pathanamthitta,2016,12,31,3,80,82,0,4,2,8,28,117,146,29,94,5,192,15,3,18,136,1,202,7,79,0,116,0,1,0,0,1444,1,0,6394,9250
15,Railways,2016,0,0,0,1,0,1,1,0,0,12,0,155,0,1,0,4,0,0,0,2,0,36,7,0,0,0,0,0,0,0,0,4,0,83,307
16,Thrissur Commr.,2016,5,17,5,43,46,1,2,4,2,24,74,114,44,68,7,237,9,1,14,55,1,67,10,67,0,105,0,0,7,2,1146,1,3,10171,12352
17,Thrissur Rural,2016,24,37,20,16,96,4,9,3,0,41,154,218,109,188,3,500,11,2,36,171,2,258,13,281,0,254,0,2,2,0,2493,0,11,12534,17492
18,Trivandrum Commr.,2016,15,20,3,115,66,2,10,6,5,71,118,241,182,21,10,275,27,10,11,64,1,250,20,117,0,128,0,1,9,0,2219,0,2,13849,17868
19,Trivandrum Rural,2016,28,62,8,251,138,5,24,5,6,116,228,208,74,206,7,348,12,4,41,178,3,540,12,262,0,234,0,1,4,1,2477,2,17,12321,17823
20,Wayanadu,2016,10,18,2,19,82,3,13,1,0,21,98,82,0,264,15,128,5,0,12,44,0,177,8,96,0,69,4,2,0,0,816,0,5,1899,3893
21,Crime Branch,2016,5,1,1,0,2,0,0,0,0,0,3,2,1,9,62,43,10,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,14,160
22,Total District(s),,305,622,132,2008,1656,42,241,71,51,908,2579,3936,653,5089,274,4623,277,43,554,1895,25,4029,328,3455,0,3456,11,50,49,3,34258,24,207,188243,260097
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Agar,2016,19,15,0,2,34,0,12,0,0,9,43,131,0,22,1,7,0,0,8,15,3,76,12,28,0,65,0,0,0,0,269,0,0,1115,1886
2,Alirajpur,2016,61,15,0,1,52,0,29,1,0,12,46,137,0,9,2,13,0,0,8,41,0,30,2,8,0,121,0,1,0,0,331,0,1,454,1375
3,Anuppur,2016,31,11,1,0,72,4,110,4,0,7,169,121,0,19,4,23,1,0,9,30,4,82,3,86,0,50,0,5,1,0,266,0,3,1226,2342
4,Ashok Nagar,2016,36,21,2,0,77,5,68,0,3,13,88,147,0,22,11,12,0,0,8,201,5,188,2,99,0,117,0,0,0,0,415,0,5,1509,3054
5,Balaghat,2016,48,31,5,0,126,2,125,6,0,20,193,270,0,26,12,55,0,0,8,18,6,131,6,113,0,132,0,0,3,0,505,0,1,2026,3868
6,Barwani,2016,30,16,2,0,76,0,34,1,0,16,90,226,0,20,6,16,0,0,10,45,3,65,5,26,0,188,0,2,1,0,714,0,1,1155,2748
7,Betul,2016,47,19,3,2,97,2,154,0,2,8,107,145,0,4,9,18,3,0,15,11,13,139,7,126,0,235,0,0,1,0,638,0,2,1815,3622
8,Bhind,2016,43,63,4,4,54,2,98,4,5,36,183,282,0,66,12,55,0,0,14,105,31,113,5,111,0,221,0,0,0,0,0,0,0,3061,4572
9,Bhopal,2016,73,138,2,13,286,3,479,3,3,132,981,3476,0,90,30,168,1,10,32,36,26,438,8,355,0,313,0,0,14,0,3462,6,13,6364,16955
10,Bhopal Railway,2016,3,5,3,0,11,0,24,2,2,50,13,2302,0,1,1,3,0,0,0,2,0,27,0,2,0,0,0,0,0,0,0,4,1,233,2689
11,Burhanpur,2016,7,13,0,0,24,0,31,1,0,9,45,76,0,5,5,8,0,1,2,32,3,64,0,12,0,72,0,0,0,0,322,0,1,810,1543
12,Chhatarpur,2016,40,57,0,5,56,6,155,2,1,39,272,165,0,41,4,28,0,1,13,88,23,212,2,76,0,226,0,0,10,0,530,1,3,2398,4454
13,Chhindwara,2016,70,39,9,0,160,0,237,4,0,37,238,330,0,37,5,56,0,0,22,201,8,236,12,157,0,351,0,0,0,0,1287,0,1,2640,6137
14,Damoh,2016,36,36,0,0,36,0,149,1,0,10,128,138,0,16,2,14,0,0,9,55,20,162,0,134,0,171,0,0,0,0,581,0,1,1861,3560
15,Datia,2016,32,32,0,0,25,0,58,0,9,12,50,125,0,0,0,23,0,1,15,52,5,92,0,34,0,82,0,0,0,0,336,0,2,1366,2351
16,Dewas,2016,26,56,0,2,126,4,82,2,0,29,145,508,0,47,4,59,80,0,17,88,17,224,19,289,0,261,0,9,5,0,1092,3,2,4735,7931
17,Dhar,2016,75,48,1,2,189,2,191,15,3,40,266,871,1,47,21,19,10,0,37,253,9,195,10,58,0,422,0,0,3,0,1684,1,0,2812,7285
18,Dindori,2016,18,6,2,0,82,0,54,0,0,2,56,54,0,6,1,10,0,0,5,16,3,113,1,86,0,59,0,0,0,0,478,0,1,1676,2729
19,Guna,2016,33,46,0,0,87,1,85,3,1,37,172,319,0,19,21,28,0,0,19,349,7,193,7,96,0,137,0,1,0,0,554,2,1,1953,4171
20,Gwalior,2016,82,110,13,3,155,0,242,6,45,91,525,1684,0,84,53,92,59,3,18,66,30,268,3,406,0,221,0,0,6,0,1506,1,12,5269,11053
21,Harda,2016,15,10,1,0,73,0,86,0,2,15,55,143,0,11,5,10,1,0,5,40,1,72,1,51,0,73,0,4,0,0,236,3,2,991,1906
22,Hoshangabad,2016,44,46,6,1,89,1,117,1,0,21,150,246,0,17,14,15,5,1,9,71,12,150,3,91,0,184,0,1,2,1,851,0,3,2068,4220
23,Indore,2016,84,89,7,0,236,2,458,3,33,123,1014,4227,0,42,42,190,127,3,20,157,28,326,107,308,0,552,0,0,20,0,4708,1,10,4758,17675
24,Indore Railway,2016,2,3,0,0,5,0,4,0,0,12,6,596,0,0,0,2,0,0,0,0,0,7,1,1,0,3,0,0,0,0,4,0,0,89,735
25,Jabalpur,2016,97,165,5,1,194,3,463,2,1,142,598,1202,0,63,4,96,5,0,8,121,15,315,23,147,0,358,0,0,33,0,2919,0,9,4933,11922
26,Jabalpur Railway,2016,3,3,0,0,2,0,11,1,0,45,5,1419,0,1,0,4,0,0,0,0,1,23,2,0,0,1,0,0,0,0,14,0,0,123,1658
27,Jhabua,2016,32,23,1,0,111,0,170,1,1,19,107,200,0,51,0,19,0,0,26,117,1,123,0,38,0,106,0,0,0,0,773,0,0,1503,3422
28,Katni,2016,32,35,1,0,84,0,148,2,0,16,217,264,2,8,5,74,0,0,8,102,10,146,2,42,0,139,0,0,2,0,844,1,3,2308,4495
29,Khandwa,2016,24,19,0,0,84,0,96,1,5,9,140,310,0,27,9,27,0,0,16,17,1,203,6,55,0,146,1,0,4,0,628,1,0,1513,3342
30,Khargone,2016,29,32,6,0,136,0,96,3,0,14,240,415,0,13,3,33,2,0,11,121,2,218,4,42,0,228,0,0,2,0,853,2,0,1324,3829
31,Mandla,2016,34,9,3,0,62,0,77,0,0,2,68,81,0,2,2,18,1,0,5,38,2,79,3,53,0,132,0,0,4,0,632,0,0,655,1962
32,Mandsaur,2016,24,36,0,0,61,0,106,4,2,12,194,408,0,31,10,28,0,0,8,18,9,134,0,105,0,131,0,0,0,0,469,0,1,2459,4250
33,Morena,2016,41,71,2,3,78,0,99,6,6,58,206,651,0,121,12,36,0,0,4,405,32,142,3,206,0,241,0,0,0,0,751,0,1,2870,6045
34,Narsinghpur,2016,30,37,4,0,91,0,106,3,1,10,92,154,0,28,5,44,0,0,25,127,19,213,3,143,0,178,0,0,0,0,607,1,5,1903,3829
35,Neemuch,2016,12,16,0,0,48,0,37,0,3,10,80,216,0,25,39,26,0,0,7,86,3,90,0,28,0,95,0,0,0,0,409,8,1,1670,2909
36,Panna,2016,24,14,1,1,25,0,78,0,2,4,60,61,0,2,6,11,0,0,7,76,22,72,0,38,0,81,0,0,0,0,295,0,0,760,1640
37,Raisen,2016,62,50,3,2,113,2,121,2,0,10,86,234,0,17,0,24,0,0,0,102,17,171,5,21,0,224,0,0,0,0,797,0,0,2253,4316
38,Rajgarh,2016,28,44,3,0,84,5,112,0,2,27,128,364,0,73,9,27,0,1,91,75,6,256,6,308,0,148,0,0,21,0,957,3,2,4659,7439
39,Ratlam,2016,35,69,7,3,100,0,214,2,1,37,132,401,0,44,25,74,1,1,20,94,8,246,14,272,0,244,0,0,18,0,1082,2,3,4030,7179
40,Rewa,2016,55,42,10,0,137,0,256,11,3,92,506,668,0,68,0,47,0,0,26,120,32,143,0,93,0,223,0,0,1,0,180,0,7,3395,6115
41,Sagar,2016,72,104,4,5,174,5,199,5,0,38,237,404,1,61,17,32,18,0,31,433,28,409,6,233,0,347,0,0,13,0,1321,3,8,4339,8547
42,Satna,2016,57,49,0,0,139,1,268,3,1,37,304,423,0,50,7,44,0,0,18,147,30,152,0,110,0,331,0,0,0,0,0,0,1,4240,6412
43,Seoni,2016,28,25,3,1,63,1,153,3,0,16,131,155,0,36,3,28,0,0,15,41,17,152,10,152,0,200,0,0,1,0,758,2,3,1834,3831
44,Shahdol,2016,39,22,3,0,86,0,160,4,0,35,246,243,0,8,5,30,0,1,21,53,8,172,4,284,0,108,0,0,0,0,540,4,0,2655,4731
45,Shajapur,2016,14,26,1,3,60,1,55,2,1,14,111,244,0,22,5,26,9,0,17,101,7,133,5,72,0,116,0,0,0,0,449,0,3,1513,3010
46,Sheopur,2016,18,9,0,0,21,0,21,2,3,4,92,52,0,14,3,14,0,0,3,49,4,52,0,27,0,44,0,0,3,0,151,0,0,691,1277
47,Shivpuri,2016,42,50,5,1,102,0,110,3,11,17,167,291,0,32,4,37,0,1,11,128,15,226,6,121,0,232,0,0,4,0,833,1,5,3142,5597
48,Sidhi,2016,25,15,0,0,41,0,144,0,0,14,175,134,0,14,7,29,0,1,10,42,21,100,5,42,0,99,0,0,2,0,564,1,0,1711,3196
49,Sehore,2016,27,42,2,3,92,1,96,0,0,14,218,490,0,28,10,33,0,0,12,53,13,174,8,182,0,185,0,1,0,0,941,0,2,2272,4899
50,Singrauli,2016,26,20,3,0,83,0,76,0,22,12,134,204,0,22,14,15,8,0,5,98,17,73,2,156,0,140,0,1,4,0,373,2,1,2121,3632
51,Tikamgarh,2016,30,30,1,0,110,3,123,1,4,30,320,188,0,46,9,60,0,1,8,398,11,184,0,90,0,154,0,0,0,0,556,0,2,2870,5229
52,Ujjain,2016,50,128,3,2,136,5,237,1,10,45,382,1428,0,67,16,52,12,0,27,23,4,310,20,256,0,280,0,1,6,0,1823,1,2,7496,12823
53,Umaria,2016,11,11,0,0,14,0,56,0,0,4,84,61,0,5,0,11,0,0,2,37,7,74,0,46,0,49,0,0,0,0,157,0,0,968,1597
54,Vidisha,2016,48,57,4,16,123,2,153,4,1,35,311,579,0,35,4,33,0,0,55,209,10,329,5,149,0,196,1,0,1,0,800,0,3,3259,6422
55,Cyber Cell,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
56,Total District(s),,2004,2178,136,76,4882,63,7123,125,189,1602,10806,28663,4,1665,498,1957,344,26,800,5403,629,8717,358,6264,0,9412,2,26,185,1,42245,54,128,127853,264418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ahmednagar,2016,91,105,2,0,139,0,252,69,38,223,414,1557,8,614,50,102,3,5,34,237,4,429,11,213,0,756,0,0,18,0,1164,0,0,1343,7881
2,Akola,2016,35,59,4,0,68,2,80,4,0,57,136,591,25,59,8,86,1,1,28,91,4,177,2,147,0,144,0,0,15,0,842,0,3,1551,4220
3,Amravati Commr.,2016,25,40,4,0,55,1,88,2,1,44,163,909,41,8,20,81,47,1,11,64,1,233,8,178,0,89,0,0,15,0,507,0,2,1372,4010
4,Amravati Rural,2016,45,61,7,0,110,0,121,8,1,43,240,1096,32,37,27,94,0,0,92,99,3,351,4,226,0,262,0,2,6,0,1020,0,2,3264,7253
5,Aurangabad Commr.,2016,44,93,3,0,90,0,209,18,16,321,346,2574,23,121,46,396,0,7,29,76,6,471,8,300,0,142,0,2,32,0,1435,2,3,1290,8103
6,Aurangabad Rural,2016,54,61,6,0,62,0,106,15,4,47,212,875,26,292,10,87,0,1,24,113,17,213,5,234,0,317,0,2,5,0,1054,0,0,1348,5190
7,Beed,2016,59,92,1,0,57,0,123,20,4,87,212,799,45,268,25,98,2,0,35,143,12,225,2,343,0,271,0,0,6,0,713,0,5,1248,4895
8,Bhandara,2016,27,18,1,0,48,1,71,4,0,20,144,472,12,21,17,58,0,2,25,54,2,98,15,35,0,154,0,1,3,0,420,0,3,485,2211
9,Buldhana,2016,49,62,2,0,54,0,74,10,2,49,152,611,40,195,21,80,0,6,47,114,10,266,15,89,0,291,0,1,11,0,444,0,0,2379,5074
10,Chandrapur,2016,33,54,9,0,92,0,117,2,2,35,237,555,27,62,28,83,0,0,38,89,5,207,69,128,0,243,0,0,9,0,317,0,1,2301,4743
11,Dhule,2016,38,33,1,0,36,0,60,49,6,71,154,464,4,159,20,80,0,1,17,60,5,101,10,193,0,289,0,0,13,0,376,0,1,753,2994
12,Gadchiroli,2016,37,61,3,0,35,1,28,7,1,7,97,139,2,17,11,31,0,1,14,28,2,48,6,10,0,115,0,0,1,0,94,1,0,622,1419
13,Gondia,2016,25,18,2,0,49,0,67,3,0,20,110,331,15,9,10,72,0,0,13,31,2,111,7,45,0,150,0,0,2,0,154,0,1,745,1992
14,Hingoli,2016,21,51,3,0,19,0,28,8,2,16,86,166,10,81,6,26,0,0,18,50,3,63,2,89,0,126,0,0,2,0,597,1,3,588,2065
15,Jalgaon,2016,53,82,1,0,63,2,101,22,11,109,271,889,11,266,80,160,1,3,29,164,3,271,11,319,0,400,0,1,11,0,431,0,3,2608,6376
16,Jalna,2016,47,73,8,0,51,0,71,11,2,67,155,549,10,212,10,122,0,1,20,20,14,219,0,216,0,191,0,0,3,0,5,0,0,1561,3638
17,Kolhapur,2016,49,62,7,0,97,0,186,11,1,90,313,898,5,264,31,210,0,1,26,115,7,177,8,100,0,411,0,2,15,0,1038,0,1,767,4892
18,Latur,2016,46,42,7,0,50,0,114,6,9,57,201,565,32,218,13,115,0,1,53,101,5,138,1,204,0,229,0,0,0,0,359,0,0,1830,4396
19,Mumbai Commr.,2016,147,210,10,0,712,1,1949,45,17,1145,2552,9839,4,473,722,2637,808,24,30,1359,12,2183,425,587,0,559,0,5,240,0,3900,0,51,8971,39617
20,Mumbai Railway,2016,7,5,3,0,9,0,36,5,1,62,0,3315,3,0,7,68,0,0,1,8,0,74,6,0,0,0,0,0,2,0,0,3,0,101,3716
21,Nagpur Commr.,2016,92,90,4,0,171,0,509,27,28,340,917,3002,25,132,72,380,15,1,33,240,6,411,4,248,0,339,0,0,29,0,1139,3,11,3443,11711
22,Nagpur Railway,2016,5,1,0,0,2,0,15,3,2,92,3,2567,0,0,4,11,0,1,0,23,0,22,1,0,0,1,0,0,0,0,0,0,0,65,2818
23,Nagpur Rural,2016,45,27,7,0,66,0,111,4,0,44,283,965,23,38,21,72,0,0,48,129,1,175,13,61,0,374,0,0,4,0,833,0,4,921,4269
24,Nanded,2016,75,79,0,0,66,0,158,10,2,58,291,747,45,242,16,117,5,1,45,130,17,191,5,245,0,257,0,1,13,0,1610,1,0,1508,5935
25,Nandurbar,2016,23,28,0,0,32,0,43,7,0,36,75,264,12,117,8,28,7,1,13,25,0,55,6,66,0,156,0,0,2,0,142,0,1,583,1730
26,Nasik Commr.,2016,39,46,2,0,30,0,197,11,17,217,287,953,10,66,33,132,50,9,25,50,3,113,3,231,0,210,0,1,20,0,454,0,2,896,4107
27,Nasik Rural,2016,82,100,5,0,89,0,204,35,2,110,344,1046,25,456,36,188,0,6,30,991,14,257,5,250,0,718,0,5,0,0,0,0,0,1944,6942
28,Navi Mumbai,2016,42,27,0,0,139,0,277,10,8,200,488,1193,4,81,72,414,0,8,4,111,6,189,18,103,0,337,0,2,25,0,483,0,14,989,5244
29,Osmanabad,2016,44,41,2,0,45,0,64,11,5,29,131,407,14,171,11,58,0,2,15,73,22,118,0,95,0,231,0,0,1,0,445,0,0,625,2660
30,Palghar,2016,67,33,2,0,156,0,431,25,3,166,531,1094,7,194,33,371,16,3,10,195,1,190,19,58,0,509,0,0,14,0,349,1,8,635,5121
31,Parbhani,2016,49,52,2,0,38,0,100,6,1,33,120,477,19,130,3,76,0,2,28,156,9,156,0,184,0,120,0,0,3,0,226,0,2,1945,3937
32,Pune Commr.,2016,130,191,13,1,354,0,850,26,18,490,1134,5520,16,267,132,952,20,5,72,659,10,661,56,379,1,510,0,0,92,0,1845,1,13,1878,16296
33,Pune Railway,2016,2,3,0,0,4,0,6,5,2,51,1,669,0,2,1,7,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,53,824
34,Pune Rural,2016,127,104,10,1,157,1,413,29,21,133,379,2268,12,540,73,276,1,3,64,237,3,478,13,220,0,1048,0,0,18,0,759,0,4,2421,9813
35,Raigad,2016,37,13,4,0,55,2,83,10,2,63,232,487,54,154,36,180,0,4,21,45,0,111,15,40,0,276,0,5,11,0,390,0,0,484,2814
36,Ratnagiri,2016,14,15,3,0,45,0,79,5,0,31,115,403,7,91,18,103,4,0,17,25,1,86,14,27,0,154,0,1,7,0,473,0,0,316,2054
37,Sangli,2016,63,41,5,0,79,0,147,10,1,84,232,669,7,243,11,142,1,0,21,158,11,189,4,95,0,391,0,0,20,0,383,1,2,1928,4938
38,Satara,2016,54,40,9,1,104,0,214,24,3,121,409,1085,2,331,40,150,5,1,29,152,4,289,21,139,0,522,0,1,8,0,494,4,0,2236,6492
39,Sindhudurg,2016,6,10,0,0,13,0,27,1,0,9,81,156,6,31,9,20,9,2,7,16,1,57,3,7,0,80,0,0,5,0,152,0,1,274,983
40,Solapur Commr.,2016,14,27,2,0,51,0,68,6,0,85,151,632,2,86,14,108,0,1,3,23,3,84,10,83,0,79,0,1,19,0,230,0,0,374,2156
41,Solapur Rural,2016,83,64,10,0,110,0,163,13,6,76,240,1096,3,376,17,78,19,7,53,193,4,255,1,131,0,495,0,0,8,0,617,0,2,1696,5816
42,Thane Commr.,2016,102,132,6,0,224,0,802,30,9,718,1374,3283,17,313,102,702,2,8,49,274,5,458,49,327,0,305,0,0,50,0,826,0,7,2403,12577
43,Thane Rural,2016,43,28,4,0,95,0,206,14,0,120,270,844,12,217,49,305,32,0,25,372,2,164,8,121,0,236,0,2,17,0,328,0,8,434,3956
44,Wardha,2016,37,44,6,0,50,1,97,6,5,52,215,696,12,48,29,102,8,1,54,124,2,167,2,56,0,186,0,0,3,0,361,0,4,2580,4948
45,Washim,2016,17,37,0,0,27,0,59,3,0,28,77,325,6,73,10,33,0,0,13,66,1,100,0,116,0,126,0,0,2,0,162,0,0,990,2271
46,Yavatmal,2016,75,64,4,0,91,0,128,6,2,74,259,1055,49,123,24,101,0,3,75,157,5,352,39,277,0,317,0,0,8,0,826,0,5,2498,6617
47,Total District(s),,2299,2619,184,3,4189,12,9332,656,255,6030,14834,59097,764,7898,2036,9792,1056,124,1338,7645,248,11396,924,7215,1,13116,0,35,788,0,28397,18,167,69246,261714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Manipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Bishnupur,2016,7,17,1,0,7,0,24,0,0,1,7,40,0,11,2,4,0,0,6,28,0,9,3,5,0,14,0,0,3,0,90,0,0,26,305
2,Chandel,2016,11,19,0,2,1,0,2,0,0,0,4,9,0,4,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,5,0,0,7,70
3,Churachandpur,2016,4,10,0,0,2,1,2,0,0,1,2,12,0,0,0,1,2,0,2,6,0,0,0,1,0,3,0,0,2,0,1,0,0,10,62
4,C. I. D.,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Imphal East,2016,15,43,0,0,9,0,28,0,0,2,14,250,0,28,0,26,8,1,13,55,0,14,0,9,0,0,0,0,10,0,84,0,0,127,736
6,Imphal West,2016,12,71,1,0,21,1,48,0,1,6,21,341,1,44,14,40,14,4,14,71,0,37,1,6,0,17,7,0,20,0,150,2,0,301,1266
7,Senapati,2016,5,16,0,0,1,0,14,0,0,0,1,14,0,15,0,5,0,1,2,3,0,0,0,0,0,0,1,0,15,0,16,0,0,29,138
8,Tamenglong,2016,2,6,0,0,0,0,5,0,0,2,0,4,0,2,0,0,0,0,9,2,0,1,0,0,0,12,0,0,6,0,13,0,0,9,73
